model,task,mode,nshot,kmaj,accuracy_kmaj,accuracy_kmaj_std,accuracy_kmaj_ci
gpt-3.5-turbo-16k-0613,folio,baseline,8,6,0.49870879120879125,0.015115158921543756,0.015730430201423812
gpt-3.5-turbo-16k-0613,folio,baseline,8,7,0.49825824175824174,0.014858052145593114,0.015462857745560303
gpt-3.5-turbo-16k-0613,folio,baseline,8,8,0.4994835164835165,0.015068538821488578,0.01568191240325127
gpt-3.5-turbo-16k-0613,folio,baseline,8,9,0.498532967032967,0.014087499565371682,0.014660939377211298
gpt-3.5-turbo-16k-0613,folio,baseline,8,10,0.4991703296703297,0.013889474138670999,0.014454853211065708
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,1,0.3571868131868132,0.02080520171272002,0.021652089473040082
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,2,0.3975109890109891,0.02423854937266959,0.025225193533830365
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,3,0.4098736263736265,0.020531071730727282,0.021366800871693774
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,4,0.4156098901098902,0.018430867215638354,0.01918110631798098
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,5,0.41959340659340666,0.017154866883626708,0.017853165654975845
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,6,0.42148901098901104,0.016537894736736922,0.017211079300260817
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,7,0.4228351648351649,0.015521432451756046,0.016153241330493815
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,8,0.42352197802197805,0.016085336332265818,0.01674009924437442
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,9,0.42479120879120885,0.014971550527659791,0.015580976144866688
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,10,0.42431318681318686,0.014468792020034685,0.015057752561613685
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,1,0.39334065934065937,0.01926234143004084,0.02004642617084073
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,2,0.4231208791208792,0.021747372132340043,0.022632611484128883
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,3,0.4344890109890111,0.02067502254361733,0.02151661128562053
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,4,0.4392637362637364,0.020124509788207876,0.020943689590327004
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,5,0.44170329670329683,0.01954677569430501,0.02034243849622381
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,6,0.4441758241758243,0.01848017113105852,0.019232417177774085
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,7,0.44509340659340674,0.01791322638463842,0.01864239461777877
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,8,0.44575274725274733,0.01789967125089143,0.018628287714478265
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,9,0.4452857142857144,0.01785861025247319,0.018585555304387737
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,10,0.44745604395604405,0.01661852312790711,0.017294989716693687
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,1,0.4244065934065935,0.023887792178079133,0.02486015856490998
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,2,0.4320000000000001,0.020529625507726672,0.021365295779350067
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,3,0.44204945054945066,0.018100031156965065,0.01883680338632892
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,4,0.4421428571428572,0.0180158626719085,0.018749208774441993
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,5,0.444445054945055,0.015853032868479482,0.016498339733832225
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,6,0.44502747252747266,0.015381647084135409,0.016007765918693632
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,7,0.4461208791208792,0.013917880675146715,0.014484416052026551
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,8,0.44631318681318694,0.014026127352933529,0.01459706897339508
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,9,0.4469560439560441,0.01257063606969494,0.013082331076254465
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,10,0.44698351648351653,0.013149901407085187,0.013685175743996195
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,1,0.42984615384615393,0.02061148303013067,0.021450485359514004
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,2,0.4387527472527473,0.018622557066283737,0.019380599014786223
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,3,0.44782417582417594,0.018262916367256656,0.019006318933246797
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,4,0.45034615384615395,0.01823946678974752,0.018981914827132202
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,5,0.45270329670329673,0.018574627463623327,0.01933071840994806
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,6,0.45487912087912097,0.01737085631036767,0.018077947056165854
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,7,0.45593406593406605,0.016323028244067818,0.016987466542823074
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,8,0.4579065934065935,0.016402805146213686,0.017070490809878765
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,9,0.45948351648351654,0.015472788927611147,0.01610261774358452
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,10,0.4596868131868133,0.015255968205056238,0.015876971208204
gpt-3.5-turbo-16k-0613,folio,cot,1,1,0.5000824175824176,0.037945030678841356,0.03948960508338716
gpt-3.5-turbo-16k-0613,folio,cot,1,2,0.5007802197802197,0.0392900696886395,0.040889394683459784
gpt-3.5-turbo-16k-0613,folio,cot,1,3,0.5121153846153845,0.03336978117423714,0.03472811740338036
gpt-3.5-turbo-16k-0613,folio,cot,1,4,0.5143241758241757,0.032316171702539746,0.0336316201491919
gpt-3.5-turbo-16k-0613,folio,cot,1,5,0.5177472527472528,0.029334227800672644,0.03052829449735079
gpt-3.5-turbo-16k-0613,folio,cot,1,6,0.5194285714285714,0.028058962879956996,0.029201119180983493
gpt-3.5-turbo-16k-0613,folio,cot,1,7,0.5216428571428571,0.025605385421607296,0.02664766743411857
gpt-3.5-turbo-16k-0613,folio,cot,1,8,0.5227417582417583,0.02504535132981586,0.026064836830942673
gpt-3.5-turbo-16k-0613,folio,cot,1,9,0.524521978021978,0.024156230196616335,0.025139523508138552
gpt-3.5-turbo-16k-0613,folio,cot,1,10,0.5242802197802198,0.022947990817816018,0.02388210204710843
gpt-3.5-turbo-16k-0613,folio,cot,2,1,0.575489010989011,0.0209591288059478,0.021812282257561617
gpt-3.5-turbo-16k-0613,folio,cot,2,2,0.5760824175824175,0.02107312341852163,0.02193091708672475
gpt-3.5-turbo-16k-0613,folio,cot,2,3,0.5865659340659339,0.019240950993792215,0.020024165024521763
gpt-3.5-turbo-16k-0613,folio,cot,2,4,0.5869999999999997,0.0192232669824629,0.02000576117529061
gpt-3.5-turbo-16k-0613,folio,cot,2,5,0.5909999999999999,0.015951256357999627,0.016600561467262673
gpt-3.5-turbo-16k-0613,folio,cot,2,6,0.5911758241758241,0.016722772769211736,0.01740348289989989
gpt-3.5-turbo-16k-0613,folio,cot,2,7,0.5928021978021976,0.015254453304213614,0.015875394642447024
gpt-3.5-turbo-16k-0613,folio,cot,2,8,0.5930549450549449,0.014761624807605435,0.015362505277048553
gpt-3.5-turbo-16k-0613,folio,cot,2,9,0.5946758241758241,0.01405738815769864,0.014629602267285692
gpt-3.5-turbo-16k-0613,folio,cot,2,10,0.5942527472527472,0.013800163460351613,0.014361907089967207
gpt-3.5-turbo-16k-0613,folio,cot,4,1,0.5329835164835165,0.029182492874177273,0.030370383112975494
gpt-3.5-turbo-16k-0613,folio,cot,4,2,0.5328241758241758,0.029611930724811872,0.03081730147951868
gpt-3.5-turbo-16k-0613,folio,cot,4,3,0.5346978021978023,0.023870306677474962,0.02484196130689777
gpt-3.5-turbo-16k-0613,folio,cot,4,4,0.5364890109890109,0.02415216062172786,0.025135288278852187
gpt-3.5-turbo-16k-0613,folio,cot,4,5,0.5350934065934067,0.020513889869431687,0.02134891961280369
gpt-3.5-turbo-16k-0613,folio,cot,4,6,0.5347637362637363,0.020300001368198147,0.021126324656508138
gpt-3.5-turbo-16k-0613,folio,cot,4,7,0.534434065934066,0.01842561834576362,0.019175643789824354
gpt-3.5-turbo-16k-0613,folio,cot,4,8,0.5344945054945055,0.01803898621175482,0.01877327357134227
gpt-3.5-turbo-16k-0613,folio,cot,4,9,0.5328186813186814,0.016779639554725938,0.017462664480785255
gpt-3.5-turbo-16k-0613,folio,cot,4,10,0.5334505494505494,0.016565962312953153,0.017240289383388906
gpt-3.5-turbo-16k-0613,folio,cot,8,1,0.5348571428571428,0.01703975759712338,0.017733370778436675
gpt-3.5-turbo-16k-0613,folio,cot,8,2,0.5357912087912087,0.016301007930739273,0.0169645498799136
gpt-3.5-turbo-16k-0613,folio,cot,8,3,0.5355824175824175,0.01519051814669363,0.015808856967388134
gpt-3.5-turbo-16k-0613,folio,cot,8,4,0.5372417582417581,0.015705749621939564,0.016345061237617867
gpt-3.5-turbo-16k-0613,folio,cot,8,5,0.5374175824175825,0.014514129131682454,0.015104935146594178
gpt-3.5-turbo-16k-0613,folio,cot,8,6,0.5381923076923076,0.014608152180601987,0.015202785458061675
gpt-3.5-turbo-16k-0613,folio,cot,8,7,0.5381043956043956,0.013611271984396187,0.01416532667731103
gpt-3.5-turbo-16k-0613,folio,cot,8,8,0.538510989010989,0.012799861834705944,0.01332088760851389
gpt-3.5-turbo-16k-0613,folio,cot,8,9,0.538456043956044,0.013066066922309048,0.013597928728064146
gpt-3.5-turbo-16k-0613,folio,cot,8,10,0.5392417582417581,0.012512324560604806,0.013021645963485014
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,1,1,0.3328021978021978,0.015514658392800161,0.01614619152955299
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,1,2,0.4185109890109891,0.03179056446701988,0.033084617767369505
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,1,3,0.4606813186813188,0.02684765394143704,0.027940503212031256
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,1,4,0.4828076923076924,0.026547252997437203,0.027627874273985754
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,1,5,0.4989725274725275,0.025189794594652946,0.026215159742357587
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,1,6,0.5095384615384615,0.02215335556756653,0.023055120709729027
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,1,7,0.5174615384615383,0.021397777253545375,0.02226878614374053
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,1,8,0.5232912087912086,0.020125106085191812,0.020944310159924307
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,1,9,0.5291208791208791,0.018901418346393313,0.01967081150447372
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,1,10,0.5341703296703297,0.01811774258302601,0.018855235766224197
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,2,1,0.4581208791208792,0.02598332767819047,0.027040994048692004
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,2,2,0.5275934065934066,0.028726079762044644,0.02989539144132434
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,2,3,0.5531153846153846,0.020426049386492423,0.021257503532237973
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,2,4,0.5677637362637361,0.01730560863089589,0.018010043432190533
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,2,5,0.5760714285714285,0.013340422857581384,0.013883452480248885
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,2,6,0.5816318681318681,0.01251801141674391,0.013027564306390042
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,2,7,0.5851813186813185,0.011647821623852646,0.012121952935043017
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,2,8,0.588489010989011,0.011281779972714198,0.011741011346937029
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,2,9,0.5897692307692306,0.010387022222392343,0.01080983196525287
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,2,10,0.5915109890109889,0.00985030910897347,0.010251271634352813
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,4,1,0.5201593406593407,0.032625260919144625,0.03395329102100032
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,4,2,0.5630714285714284,0.028322861588976754,0.02947576003947717
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,4,3,0.5860494505494505,0.025084135083164146,0.026105199299386515
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,4,4,0.59610989010989,0.02228761073058868,0.023194840806756295
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,4,5,0.6048736263736262,0.020762711198376995,0.021607869357752846
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,4,6,0.6103406593406593,0.019260006032901258,0.020043995710010816
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,4,7,0.6157252747252746,0.017416937624560987,0.01812590413688663
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,4,8,0.6187417582417581,0.017788692985044447,0.018512792014178825
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,4,9,0.6209175824175822,0.016921784416176595,0.017610595430975505
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,4,10,0.6235054945054944,0.016056291359186455,0.01670987197887899
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,8,1,0.5128846153846154,0.01805175023401585,0.018786557160506548
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,8,2,0.5526153846153845,0.023031236827892793,0.02396873663413836
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,8,3,0.5698681318681318,0.019173654589314706,0.01995412928100527
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,8,4,0.5803131868131867,0.019128701664984916,0.019907346521909577
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,8,5,0.5878351648351646,0.017437420670989346,0.018147220957558267
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,8,6,0.592708791208791,0.016726118554618464,0.017406964877435333
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,8,7,0.5968351648351647,0.016038520831576704,0.016691378091672204
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,8,8,0.5998296703296702,0.015552885692084436,0.016185974893148533
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,8,9,0.6020494505494502,0.015189769873282638,0.015808078235075476
gpt-3.5-turbo-16k-0613,folio,neurosymbolic,8,10,0.6037472527472526,0.015327677211010856,0.01595159917069104
gpt-3.5-turbo-16k-0613,proofwriter,baseline,8,1,0.36819999999999997,0.02975041445919413,0.03096142227434722
gpt-3.5-turbo-16k-0613,proofwriter,baseline,8,2,0.368625,0.03073130956118985,0.0319822452783892
gpt-3.5-turbo-16k-0613,proofwriter,baseline,8,3,0.37165,0.02580846533050831,0.02685901382808376
gpt-3.5-turbo-16k-0613,proofwriter,baseline,8,4,0.37443055555555554,0.025766187378753514,0.026815014927867756
gpt-3.5-turbo-16k-0613,proofwriter,baseline,8,5,0.3749944444444444,0.02320267585143288,0.02414715418221679
gpt-3.5-turbo-16k-0613,proofwriter,baseline,8,6,0.37638611111111114,0.022231595071979075,0.023136544998388096
gpt-3.5-turbo-16k-0613,proofwriter,baseline,8,7,0.37735555555555556,0.022308322092167782,0.02321639523627884
gpt-3.5-turbo-16k-0613,proofwriter,baseline,8,8,0.3762083333333333,0.020357866006370445,0.021186544708220765
gpt-3.5-turbo-16k-0613,proofwriter,baseline,8,9,0.37738333333333335,0.019463053793353266,0.020255308646905796
gpt-3.5-turbo-16k-0613,proofwriter,baseline,8,10,0.37639444444444436,0.019364119007542573,0.02015234666345819
gpt-3.5-turbo-16k-0613,proofwriter,scratchpad,8,1,0.35458055555555557,0.019853592011037726,0.02066174394845712
gpt-3.5-turbo-16k-0613,proofwriter,scratchpad,8,2,0.3546166666666667,0.02030244998291197,0.02112887294349909
gpt-3.5-turbo-16k-0613,proofwriter,scratchpad,8,3,0.3466166666666667,0.01687016414477361,0.017556873926590534
gpt-3.5-turbo-16k-0613,proofwriter,scratchpad,8,4,0.3454083333333333,0.016140440497224493,0.016797446456215823
gpt-3.5-turbo-16k-0613,proofwriter,scratchpad,8,5,0.34281388888888886,0.01354018681372666,0.014091347943684914
gpt-3.5-turbo-16k-0613,proofwriter,scratchpad,8,6,0.34271666666666667,0.014250058479412171,0.014830115345800586
gpt-3.5-turbo-16k-0613,proofwriter,scratchpad,8,7,0.34111944444444453,0.012246878854086322,0.012745395136065318
gpt-3.5-turbo-16k-0613,proofwriter,scratchpad,8,8,0.3413138888888889,0.011141233820784064,0.011594744182662327
gpt-3.5-turbo-16k-0613,proofwriter,scratchpad,8,9,0.34083888888888886,0.011551413520473919,0.012021620484096097
gpt-3.5-turbo-16k-0613,proofwriter,scratchpad,8,10,0.3411222222222222,0.010870159629479705,0.011312635759730502
gpt-3.5-turbo-16k-0613,proofwriter,cot,8,1,0.4528277777777778,0.01122706028825219,0.01168406426609313
gpt-3.5-turbo-16k-0613,proofwriter,cot,8,2,0.45444166666666663,0.011795649111556466,0.012275797826072405
gpt-3.5-turbo-16k-0613,proofwriter,cot,8,3,0.45354999999999995,0.011170230221883367,0.011624920899027178
gpt-3.5-turbo-16k-0613,proofwriter,cot,8,4,0.4545888888888888,0.01099133216293864,0.01143874069119693
gpt-3.5-turbo-16k-0613,proofwriter,cot,8,5,0.45391666666666663,0.010573778130385434,0.011004189880418527
gpt-3.5-turbo-16k-0613,proofwriter,cot,8,6,0.4533138888888889,0.0104636905269816,0.010889621097491755
gpt-3.5-turbo-16k-0613,proofwriter,cot,8,7,0.45359166666666667,0.01086716618654219,0.01130952046696812
gpt-3.5-turbo-16k-0613,proofwriter,cot,8,8,0.4538222222222222,0.010210222425359237,0.010625835430298072
gpt-3.5-turbo-16k-0613,proofwriter,cot,8,9,0.4529361111111111,0.010024565120951512,0.01043262083801167
gpt-3.5-turbo-16k-0613,proofwriter,cot,8,10,0.45317777777777773,0.01020290445212829,0.010618219574737253
gpt-3.5-turbo-16k-0613,proofwriter,neurosymbolic,8,1,0.9397833333333333,0.0068540314351175765,0.007133028746049734
gpt-3.5-turbo-16k-0613,proofwriter,neurosymbolic,8,2,0.9520472222222222,0.0070677011603036966,0.007355396020892411
gpt-3.5-turbo-16k-0613,proofwriter,neurosymbolic,8,3,0.9581638888888889,0.006101810473079517,0.006350188194997225
gpt-3.5-turbo-16k-0613,proofwriter,neurosymbolic,8,4,0.9603638888888888,0.005954196958427991,0.006196565986916893
gpt-3.5-turbo-16k-0613,proofwriter,neurosymbolic,8,5,0.9620222222222221,0.005365079130271429,0.005583467777077846
gpt-3.5-turbo-16k-0613,proofwriter,neurosymbolic,8,6,0.9627249999999999,0.0049108086571018625,0.0051107059617471065
gpt-3.5-turbo-16k-0613,proofwriter,neurosymbolic,8,7,0.9627777777777777,0.004827263110272985,0.005023759645148457
gpt-3.5-turbo-16k-0613,proofwriter,neurosymbolic,8,8,0.9631138888888888,0.004391313500452818,0.004570064454498508
gpt-3.5-turbo-16k-0613,proofwriter,neurosymbolic,8,9,0.963436111111111,0.004146647277256075,0.004315438951278905
gpt-3.5-turbo-16k-0613,proofwriter,neurosymbolic,8,10,0.963347222222222,0.004220919938053399,0.004392734923660716
gpt-4-0613,folio,baseline,8,1,0.6829835164835164,0.011097256705515892,0.011548976953500089
gpt-4-0613,folio,baseline,8,2,0.6836923076923076,0.010897110223840436,0.01134068339361109
gpt-4-0613,folio,baseline,8,3,0.6859175824175823,0.01011113077671665,0.010522710198826338
gpt-4-0613,folio,baseline,8,4,0.6860494505494504,0.010148753242052515,0.010561864108358032
gpt-4-0613,folio,baseline,8,5,0.6889175824175823,0.009539434737915393,0.009927742942347426
gpt-4-0613,folio,baseline,8,6,0.6888516483516482,0.009255198899966299,0.009631937120337266
gpt-4-0613,folio,baseline,8,7,0.6904010989010988,0.008618830256814052,0.008969664723768986
gpt-4-0613,folio,baseline,8,8,0.6896373626373624,0.00863495059014467,0.008986441244584758
gpt-4-0613,folio,baseline,8,9,0.6914120879120879,0.008183735316407672,0.008516858992345278
gpt-4-0613,folio,baseline,8,10,0.6912967032967032,0.007981502585889406,0.008306394261648552
gpt-4-0613,folio,scratchpad,8,1,0.683664835164835,0.010495326761490335,0.01092254510321069
gpt-4-0613,folio,scratchpad,8,2,0.6839725274725275,0.010571335758428323,0.011001648090299306
gpt-4-0613,folio,scratchpad,8,3,0.6859560439560439,0.008987613744546256,0.009353459756511957
gpt-4-0613,folio,scratchpad,8,4,0.6855604395604393,0.008743027307887154,0.009098917287587122
gpt-4-0613,folio,scratchpad,8,5,0.6869010989010987,0.008215606862038895,0.008550027887661944
gpt-4-0613,folio,scratchpad,8,6,0.6874505494505493,0.007883311528291585,0.008204206280300568
gpt-4-0613,folio,scratchpad,8,7,0.6881208791208789,0.007349824836675703,0.00764900370456774
gpt-4-0613,folio,scratchpad,8,8,0.6876373626373624,0.007183947743443959,0.007476374488385438
gpt-4-0613,folio,scratchpad,8,9,0.6888736263736263,0.006662583532034538,0.0069337878454221995
gpt-4-0613,folio,scratchpad,8,10,0.6886978021978021,0.007124556013809814,0.007414565184070408
gpt-4-0613,folio,cot,8,1,0.7258626373626373,0.010780369603869766,0.01121919077923294
gpt-4-0613,folio,cot,8,2,0.7265164835164835,0.011659392445328341,0.012133994753494371
gpt-4-0613,folio,cot,8,3,0.7359450549450548,0.013602242901634932,0.014155930060517517
gpt-4-0613,folio,cot,8,4,0.736043956043956,0.013701494457478461,0.014259221708305226
gpt-4-0613,folio,cot,8,5,0.7401373626373625,0.012591861468604856,0.01310442046729447
gpt-4-0613,folio,cot,8,6,0.7401923076923076,0.01250742443440572,0.01301654637481691
gpt-4-0613,folio,cot,8,7,0.742164835164835,0.011570499738349482,0.012041483617501382
gpt-4-0613,folio,cot,8,8,0.7426373626373627,0.011653533991290927,0.012127897827699404
gpt-4-0613,folio,cot,8,9,0.7430604395604395,0.011218524916053551,0.011675181456636029
gpt-4-0613,folio,cot,8,10,0.7436318681318681,0.010843429910576102,0.01128481799217018
gpt-4-0613,folio,neurosymbolic,8,1,0.6390824175824176,0.02476372529179031,0.02577174704227031
gpt-4-0613,folio,neurosymbolic,8,2,0.6780054945054944,0.023977326341376348,0.024953337268071498
gpt-4-0613,folio,neurosymbolic,8,3,0.6886978021978021,0.018661391278615016,0.019421013996175122
gpt-4-0613,folio,neurosymbolic,8,4,0.6966923076923076,0.01797903957462923,0.018710886771705636
gpt-4-0613,folio,neurosymbolic,8,5,0.7014999999999999,0.016691066047042676,0.017370485537279674
gpt-4-0613,folio,neurosymbolic,8,6,0.7045659340659339,0.01651612068503957,0.017188418923204562
gpt-4-0613,folio,neurosymbolic,8,7,0.7064615384615383,0.015185350035272707,0.015803478485004855
gpt-4-0613,folio,neurosymbolic,8,8,0.7091263736263734,0.015309154612514865,0.015932322599117924
gpt-4-0613,folio,neurosymbolic,8,9,0.7102747252747251,0.014941721509305245,0.01554993291908
gpt-4-0613,folio,neurosymbolic,8,10,0.711153846153846,0.014858650518470531,0.015463480475551532
gpt-4-0613,proofwriter,baseline,8,1,0.5343472222222222,0.011369147863764808,0.01673288379250693
gpt-4-0613,proofwriter,baseline,8,2,0.5347111111111111,0.011159610816701747,0.016424491369367997
gpt-4-0613,proofwriter,baseline,8,3,0.5339055555555555,0.008731931962771408,0.012851482324617032
gpt-4-0613,proofwriter,baseline,8,4,0.5333194444444446,0.008781018652767267,0.012923727130410905
gpt-4-0613,proofwriter,baseline,8,5,0.5327416666666668,0.007163021790615977,0.010542391801198895
gpt-4-0613,proofwriter,scratchpad,8,1,0.5433722222222224,0.01307179958706698,0.01923881244842051
gpt-4-0613,proofwriter,scratchpad,8,2,0.5434194444444446,0.013268022625196116,0.01952760958025236
gpt-4-0613,proofwriter,scratchpad,8,3,0.5456416666666668,0.01160939613863287,0.017086476384747726
gpt-4-0613,proofwriter,scratchpad,8,4,0.5459111111111111,0.011801213580615711,0.017368789448535427
gpt-4-0613,proofwriter,scratchpad,8,5,0.5477972222222223,0.010738240409804835,0.015804326856011706
gpt-4-0613,proofwriter,cot,8,1,0.7025944444444444,0.009399256274754866,0.013833636862330663
gpt-4-0613,proofwriter,cot,8,2,0.7031138888888888,0.009559091319359392,0.014068878875134607
gpt-4-0613,proofwriter,cot,8,3,0.7115666666666666,0.012909676722769622,0.019000203268479936
gpt-4-0613,proofwriter,cot,8,4,0.7108916666666667,0.012701085972331001,0.018693203585732784
gpt-4-0613,proofwriter,cot,8,5,0.7154083333333333,0.011852290175633032,0.017443962956627947
gpt-4-0613,proofwriter,neurosymbolic,8,1,0.9568638888888888,0.0027877031011653676,0.0041028855107496775
gpt-4-0613,proofwriter,neurosymbolic,8,2,0.967675,0.006246746684139058,0.009193836477408063
gpt-4-0613,proofwriter,neurosymbolic,8,3,0.9732388888888889,0.005337414526450079,0.007855499646387142
gpt-4-0613,proofwriter,neurosymbolic,8,4,0.9759305555555554,0.004385701198212193,0.006454787058600361
gpt-4-0613,proofwriter,neurosymbolic,8,5,0.9776944444444443,0.00414168436541414,0.006095647978384958
